a280,Reverse,First Fit,33354,3064,1043,0.144
a280,Reverse,Best Fit,33354,2849,312,10.179
a280,Reverse,Worst Fit,33354,3064,28911,1237.551
a280,Reverse,First Fit,32961,2900,1103,0.141
a280,Reverse,Best Fit,32961,2891,312,9.605
a280,Reverse,Worst Fit,32961,3029,28486,1198.38
a280,Reverse,First Fit,34955,3099,1098,0.158
a280,Reverse,Best Fit,34955,2896,304,10.667
a280,Reverse,Worst Fit,34955,2923,30553,1310.990
a280,Reverse,First Fit,33976,2968,1148,0.134
a280,Reverse,Best Fit,33976,2937,304,8.513
a280,Reverse,Worst Fit,33976,3118,29433,1189.609
a280,Reverse,First Fit,34739,2880,1092,0.125
a280,Reverse,Best Fit,34739,2816,305,8.683
a280,Reverse,Worst Fit,34739,2918,30352,1228.898
a280,Reverse,First Fit,33799,2972,1126,0.145
a280,Reverse,Best Fit,33799,2886,311,8.708
a280,Reverse,Worst Fit,33799,3029,29374,1179.467
a280,Reverse,First Fit,35180,3038,1125,0.165
a280,Reverse,Best Fit,35180,2832,304,8.792
a280,Reverse,Worst Fit,35180,3173,30767,1269.934
a280,Reverse,First Fit,33076,2933,1111,0.147
a280,Reverse,Best Fit,33076,2892,305,8.475
a280,Reverse,Worst Fit,33076,3049,28569,1137.903
a280,Reverse,First Fit,33962,3105,1025,0.106
a280,Reverse,Best Fit,33962,2925,306,8.563
a280,Reverse,Worst Fit,33962,2842,29516,1195.475
a280,Reverse,First Fit,34976,3154,1147,0.136
a280,Reverse,Best Fit,34976,2890,320,9.146
a280,Reverse,Worst Fit,34976,3032,30574,1242.647
a280,Reverse,First Fit,35045,2951,1119,0.130
a280,Reverse,Best Fit,35045,2957,300,8.537
a280,Reverse,Worst Fit,35045,2944,30555,1260.410
a280,Reverse,First Fit,33812,3007,1077,0.123
a280,Reverse,Best Fit,33812,2879,304,8.591
a280,Reverse,Worst Fit,33812,2921,29370,1186.998
a280,Reverse,First Fit,34985,2898,1162,0.160
a280,Reverse,Best Fit,34985,2844,328,9.253
a280,Reverse,Worst Fit,34985,3142,30515,1244.497
a280,Reverse,First Fit,30716,3004,1078,0.141
a280,Reverse,Best Fit,30716,2772,302,8.255
a280,Reverse,Worst Fit,30716,2930,26172,1001.891
a280,Reverse,First Fit,32662,2965,1127,0.163
a280,Reverse,Best Fit,32662,2754,321,8.912
a280,Reverse,Worst Fit,32662,3010,28240,1123.634
a280,Reverse,First Fit,34548,2934,1131,0.114
a280,Reverse,Best Fit,34548,2942,298,8.440
a280,Reverse,Worst Fit,34548,3033,30121,1225.105
a280,Reverse,First Fit,33659,2975,1104,0.137
a280,Reverse,Best Fit,33659,2828,298,8.432
a280,Reverse,Worst Fit,33659,2978,29297,1176.35
a280,Reverse,First Fit,34178,3011,1076,0.123
a280,Reverse,Best Fit,34178,2868,297,10.84
a280,Reverse,Worst Fit,34178,2995,29763,1207.114
a280,Reverse,First Fit,33106,2929,1100,0.164
a280,Reverse,Best Fit,33106,2893,310,8.731
a280,Reverse,Worst Fit,33106,2989,28713,1137.467
a280,Reverse,First Fit,33307,2834,1053,0.154
a280,Reverse,Best Fit,33307,2859,301,8.403
a280,Reverse,Worst Fit,33307,3060,28968,1147.1
a280,Reverse,First Fit,32105,2986,1056,0.124
a280,Reverse,Best Fit,32105,2883,297,8.326
a280,Reverse,Worst Fit,32105,2863,27768,1089.917
a280,Reverse,First Fit,34687,2969,1095,0.151
a280,Reverse,Best Fit,34687,2862,299,8.452
a280,Reverse,Worst Fit,34687,3165,30218,1219.202
a280,Reverse,First Fit,32991,2917,1072,0.135
a280,Reverse,Best Fit,32991,2833,317,9.397
a280,Reverse,Worst Fit,32991,2953,28612,1182.284
a280,Reverse,First Fit,33000,3011,1113,0.138
a280,Reverse,Best Fit,33000,2825,307,8.467
a280,Reverse,Worst Fit,33000,3007,28550,1117.124
a280,Reverse,First Fit,32274,3013,1119,0.147
a280,Reverse,Best Fit,32274,2870,305,8.446
a280,Reverse,Worst Fit,32274,2858,27941,1087.677
a280,Reverse,First Fit,34695,2913,1129,0.129
a280,Reverse,Best Fit,34695,2819,321,8.974
a280,Reverse,Worst Fit,34695,2958,30351,1239.326
a280,Reverse,First Fit,34850,2974,1077,0.135
a280,Reverse,Best Fit,34850,2807,316,9.318
a280,Reverse,Worst Fit,34850,3069,30401,1374.169
a280,Reverse,First Fit,33015,2962,1148,0.144
a280,Reverse,Best Fit,33015,2858,309,8.567
a280,Reverse,Worst Fit,33015,3059,28523,1117.625
a280,Reverse,First Fit,36141,2917,1199,0.116
a280,Reverse,Best Fit,36141,2782,312,9.73
a280,Reverse,Worst Fit,36141,3041,31678,1329.897
a280,Reverse,First Fit,34926,2936,1123,0.131
a280,Reverse,Best Fit,34926,2919,308,8.897
a280,Reverse,Worst Fit,34926,3154,30497,1306.123
a280,Reverse,First Fit,34880,2943,1164,0.156
a280,Reverse,Best Fit,34880,2765,330,9.229
a280,Reverse,Worst Fit,34880,2977,30456,1242.904
a280,Reverse,First Fit,33166,3109,1091,0.122
a280,Reverse,Best Fit,33166,2859,305,8.655
a280,Reverse,Worst Fit,33166,3080,28696,1133.695
a280,Reverse,First Fit,33389,2980,1078,0.130
a280,Reverse,Best Fit,33389,2924,309,8.602
a280,Reverse,Worst Fit,33389,3075,28917,1153.529
a280,Reverse,First Fit,33734,2918,1091,0.151
a280,Reverse,Best Fit,33734,2832,312,8.704
a280,Reverse,Worst Fit,33734,3034,29340,1177.779
a280,Reverse,First Fit,34196,2947,1104,0.161
a280,Reverse,Best Fit,34196,2933,307,8.663
a280,Reverse,Worst Fit,34196,2959,29715,1194.48
a280,Reverse,First Fit,32801,2896,1119,0.155
