a280,Swap,First Fit,33845,7036,1311,0.261
a280,Swap,Best Fit,33845,6814,1291,0.305
a280,Swap,Worst Fit,33845,6582,1358,0.304
a280,Insert,First Fit,33845,4266,1163,0.38
a280,Insert,Best Fit,33845,3742,1261,0.45
a280,Insert,Worst Fit,33845,3941,1211,0.41
a280,Swap,First Fit,33315,6740,1369,0.325
a280,Swap,Best Fit,33315,6121,1422,0.386
a280,Swap,Worst Fit,33315,6326,1305,0.307
a280,Insert,First Fit,33315,3537,1204,0.43
a280,Insert,Best Fit,33315,4213,1298,0.53
a280,Insert,Worst Fit,33315,3835,1264,0.52
a280,Swap,First Fit,34954,5491,1295,0.289
a280,Swap,Best Fit,34954,6448,1197,0.234
a280,Swap,Worst Fit,34954,6867,1396,0.307
a280,Insert,First Fit,34954,4017,1253,0.30
a280,Insert,Best Fit,34954,3714,1124,0.31
a280,Insert,Worst Fit,34954,3864,1120,0.32
a280,Swap,First Fit,34462,6248,1359,0.281
a280,Swap,Best Fit,34462,6566,1407,0.307
a280,Swap,Worst Fit,34462,5792,1641,0.366
a280,Insert,First Fit,34462,4112,1192,0.36
a280,Insert,Best Fit,34462,3810,1280,0.33
a280,Insert,Worst Fit,34462,3667,1292,0.45
a280,Swap,First Fit,34229,6074,1346,0.317
a280,Swap,Best Fit,34229,6194,1318,0.315
a280,Swap,Worst Fit,34229,5606,1364,0.332
a280,Insert,First Fit,34229,3468,1222,0.34
a280,Insert,Best Fit,34229,4123,1217,0.53
a280,Insert,Worst Fit,34229,3935,1292,0.51
a280,Swap,First Fit,32858,6360,1378,0.306
a280,Swap,Best Fit,32858,6535,1208,0.294
a280,Swap,Worst Fit,32858,6304,1332,0.338
a280,Insert,First Fit,32858,3817,1242,0.38
a280,Insert,Best Fit,32858,4135,1174,0.23
a280,Insert,Worst Fit,32858,3416,1208,0.48
a280,Swap,First Fit,33175,6011,1349,0.270
a280,Swap,Best Fit,33175,6723,1365,0.348
a280,Swap,Worst Fit,33175,6949,1398,0.320
a280,Insert,First Fit,33175,4019,1172,0.31
a280,Insert,Best Fit,33175,3800,1268,0.44
a280,Insert,Worst Fit,33175,3988,1223,0.44
a280,Swap,First Fit,34058,6356,1324,0.336
a280,Swap,Best Fit,34058,6141,1478,0.349
a280,Swap,Worst Fit,34058,5855,1212,0.297
a280,Insert,First Fit,34058,4122,1180,0.39
a280,Insert,Best Fit,34058,4389,1245,0.31
a280,Insert,Worst Fit,34058,3728,1220,0.44
a280,Swap,First Fit,34413,6332,1300,0.360
a280,Swap,Best Fit,34413,6667,1305,0.313
a280,Swap,Worst Fit,34413,6364,1426,0.357
a280,Insert,First Fit,34413,4056,1257,0.36
a280,Insert,Best Fit,34413,3937,1342,0.48
a280,Insert,Worst Fit,34413,4263,1299,0.57
a280,Swap,First Fit,34973,6200,1395,0.343
a280,Swap,Best Fit,34973,6200,1358,0.355
a280,Swap,Worst Fit,34973,6579,1397,0.310
a280,Insert,First Fit,34973,3720,1141,0.28
a280,Insert,Best Fit,34973,3983,1313,0.38
a280,Insert,Worst Fit,34973,3798,1179,0.53
a280,Swap,First Fit,34802,6147,1517,0.353
a280,Swap,Best Fit,34802,6036,1322,0.315
a280,Swap,Worst Fit,34802,6257,1347,0.331
a280,Insert,First Fit,34802,4338,1204,0.36
a280,Insert,Best Fit,34802,3740,1232,0.39
a280,Insert,Worst Fit,34802,3990,1237,0.45
a280,Swap,First Fit,34045,6630,1404,0.279
a280,Swap,Best Fit,34045,6773,1381,0.332
a280,Swap,Worst Fit,34045,6456,1425,0.296
a280,Insert,First Fit,34045,3743,1249,0.36
a280,Insert,Best Fit,34045,4010,1250,0.45
a280,Insert,Worst Fit,34045,3924,1253,0.50
a280,Swap,First Fit,33225,7415,1302,0.295
a280,Swap,Best Fit,33225,7147,1321,0.329
a280,Swap,Worst Fit,33225,7111,1319,0.315
a280,Insert,First Fit,33225,3828,1224,0.42
a280,Insert,Best Fit,33225,4076,1175,0.35
a280,Insert,Worst Fit,33225,3782,1195,0.28
a280,Swap,First Fit,34087,6287,1366,0.353
a280,Swap,Best Fit,34087,6466,1282,0.300
a280,Swap,Worst Fit,34087,6518,1297,0.303
a280,Insert,First Fit,34087,3767,1195,0.35
a280,Insert,Best Fit,34087,3774,1278,0.45
a280,Insert,Worst Fit,34087,4083,1226,0.30
a280,Swap,First Fit,34489,6208,1323,0.297
a280,Swap,Best Fit,34489,6110,1413,0.368
a280,Swap,Worst Fit,34489,6592,1371,0.305
a280,Insert,First Fit,34489,3984,1253,0.42
a280,Insert,Best Fit,34489,3885,1240,0.38
a280,Insert,Worst Fit,34489,3949,1227,0.38
a280,Swap,First Fit,34452,6580,1376,0.337
a280,Swap,Best Fit,34452,5884,1237,0.312
a280,Swap,Worst Fit,34452,6743,1467,0.336
a280,Insert,First Fit,34452,3769,1325,0.46
a280,Insert,Best Fit,34452,3788,1299,0.47
a280,Insert,Worst Fit,34452,3923,1272,0.33
a280,Swap,First Fit,34378,5794,1307,0.271
a280,Swap,Best Fit,34378,6497,1286,0.276
a280,Swap,Worst Fit,34378,5642,1345,0.302
a280,Insert,First Fit,34378,4466,1141,0.32
a280,Insert,Best Fit,34378,3860,1295,0.40
a280,Insert,Worst Fit,34378,3681,1315,0.41
a280,Swap,First Fit,33216,6021,1226,0.290
a280,Swap,Best Fit,33216,6105,1291,0.290
a280,Swap,Worst Fit,33216,6175,1357,0.285
a280,Insert,First Fit,33216,4061,1200,0.38
a280,Insert,Best Fit,33216,3849,1311,0.39
a280,Insert,Worst Fit,33216,3808,1232,0.55
a280,Swap,First Fit,35382,6112,1272,0.277
a280,Swap,Best Fit,35382,5837,1402,0.310
a280,Swap,Worst Fit,35382,6788,1399,0.312
a280,Insert,First Fit,35382,3688,1237,0.40
a280,Insert,Best Fit,35382,4318,1350,0.42
a280,Insert,Worst Fit,35382,3821,1317,0.54
a280,Swap,First Fit,34498,6227,1332,0.277
a280,Swap,Best Fit,34498,5779,1206,0.268
a280,Swap,Worst Fit,34498,6604,1284,0.295
a280,Insert,First Fit,34498,4060,1235,0.41
a280,Insert,Best Fit,34498,3640,1308,0.54
a280,Insert,Worst Fit,34498,3936,1193,0.36
a280,Swap,First Fit,34651,5851,1432,0.348
a280,Swap,Best Fit,34651,6193,1457,0.388
a280,Swap,Worst Fit,34651,6095,1283,0.308
a280,Insert,First Fit,34651,3578,1271,0.37
a280,Insert,Best Fit,34651,4164,1340,0.53
